Data;Abertura;Máxima;Mínima;Fechamento;Compra;Venda
05/04/2019;96319,32;97493,1;96152,08;97108,17;0;0
04/04/2019;94502,6;96393,56;94333,95;96313,06;0;0
03/04/2019;95392,32;96442,31;94124,4;94491,48;0;0
02/04/2019;96062,1;96690,17;94824,93;95386,77;0;0
01/04/2019;95422,9;96751,53;95422,9;96054,45;0;0
29/03/2019;94401,69;95862,75;94401,69;95414,55;0;0
28/03/2019;91900,6;94853,71;91584,26;94388,94;0;0
27/03/2019;95297,25;95297,25;91903,4;91903,41;0;0
26/03/2019;93668,27;95524,7;93668,27;95306,83;0;0
25/03/2019;93735,41;94383,78;93103,15;93662,02;0;0
22/03/2019;96724,71;96724,71;93379,64;93735,16;0;0
21/03/2019;98041,14;98045,97;95456,28;96729,09;0;0
20/03/2019;99588,47;99707,96;97980,93;98041,38;0;0
19/03/2019;99990,91;100438,87;99372,87;99588,38;0;0
18/03/2019;99141,49;100037,69;99141,43;99993,93;0;0
15/03/2019;98604,99;99393,33;98597,33;99136,74;0;0
14/03/2019;98904,72;99035,54;97775,83;98604,67;0;0
13/03/2019;97831,23;99267,22;97464,1;98903,88;0;0
12/03/2019;98038,1;98149,69;97266,94;97828,04;0;0
11/03/2019;95384,46;98026,62;95384,46;98026,62;0;0
08/03/2019;94340,17;95475,68;93304,76;95364,86;0;0
07/03/2019;94216,25;94532,25;93728,95;94340,18;0;0
06/03/2019;94603,63;94889,38;93945,46;94216,88;0;0
01/03/2019;95584,35;96113,18;94393,59;94603,76;0;0
28/02/2019;97307,38;97528,01;95364,39;95584,35;0;0
27/02/2019;97602,5;97781,81;96885,98;97307,32;0;1
26/02/2019;97242,44;97903,97;97235,48;97602,5;0;1
25/02/2019;97881,03;98189,91;97087,23;97239,9;0;1
22/02/2019;96928,8;97886,63;96928,8;97885,6;0;1
21/02/2019;96546,17;97231,4;95793,1;96932,27;0;1
20/02/2019;97661,29;98543,68;96544,81;96544,82;0;1
19/02/2019;96512,65;98185,19;96512,65;97659,16;0;2
18/02/2019;97526,51;97526,51;96238,89;96509,89;0;2
15/02/2019;98015,09;98237,8;97083,07;97525,91;0;2
14/02/2019;95842,52;98018,83;94915,48;98015,1;0;2
13/02/2019;96168,78;96803,73;95388,93;95842,41;0;2
12/02/2019;94419,93;96571,42;94419,93;96168,4;0;2
11/02/2019;95351,17;95498,93;93736,67;94412,91;0;2
08/02/2019;94401,26;95485,59;93424,29;95343,11;0;2
07/02/2019;94654;95641,51;93507,18;94405,59;0;2
06/02/2019;98307,91;98307,91;94635,57;94635,58;0;2
05/02/2019;98586,8;98586,8;97596,41;98311,21;0;2
04/02/2019;97861,27;98588,63;96900,79;98588,63;0;2
01/02/2019;97395,48;98043,9;96990,33;97861,28;0;2
31/01/2019;96996,45;98405,21;96996,45;97393,75;0;2
30/01/2019;95642,96;97106,68;95642,96;96996,21;0;1
29/01/2019;95508,28;96751,32;95508,28;95639,34;0;1
28/01/2019;97674,04;97936,82;94783,03;95443,88;0;1
24/01/2019;96557,73;97677,19;96557,73;97677,2;0;1
23/01/2019;95115,8;96575,98;95115,8;96558,43;0;1
22/01/2019;96008,44;96069,51;94661,91;95103,38;0;1
21/01/2019;96092,61;96092,61;94862,85;96009,78;0;0
18/01/2019;95386,26;96395,98;95386,26;96096,75;0;0
17/01/2019;94393,07;95681,82;93950,41;95351,09;0;0
16/01/2019;94056,82;94393,07;93686,83;94393,08;0;0
15/01/2019;94474,13;94695,12;93401,51;94055,72;0;0
14/01/2019;93644,87;94474,13;93335,06;94474,13;0;0
11/01/2019;93805,57;93960,78;93358,67;93658,31;0;0
10/01/2019;93599,15;93987,17;93049,78;93805,94;0;0
09/01/2019;92032,69;93625,82;92028,41;93613,05;0;0
08/01/2019;91699,05;92230,99;91063,9;92031,87;0;0
07/01/2019;91845,16;92551,88;91288,27;91699,05;0;0
04/01/2019;91576,64;92701,36;90823,78;91840,8;0;0
03/01/2019;91011;91596,28;89921,57;91564,26;0;1
02/01/2019;87887,26;91478,84;87535,87;91012,32;0;2
28/12/2018;85469,47;88044,02;85469,47;87887,27;0;2
27/12/2018;85140,6;85738,96;84876,08;85460,2;0;2
26/12/2018;85684,26;85684,26;83891,74;85136,11;0;2
21/12/2018;85268,82;86554,05;85134,12;85697,16;0;2
20/12/2018;85678,06;86583,73;84755,68;85269,3;0;2
19/12/2018;86616,59;88101,07;85673,52;85673,53;0;2
18/12/2018;86400,35;87274,15;86400,35;86610,49;0;2
17/12/2018;87448,03;87819,9;86327,69;86399,68;0;2
14/12/2018;87837,59;88183,93;87106,12;87449,51;0;2
13/12/2018;86979,07;87842,49;86856,34;87837,59;0;2
12/12/2018;86419,92;87945,65;86419,92;86977,46;0;2
11/12/2018;85918,08;87520,48;85583,05;86419,58;0;2
10/12/2018;88115,07;88384,22;85914,71;85914,71;0;2
07/12/2018;88849,12;89985,99;87907,38;88115,08;0;2
06/12/2018;88932,58;88932,58;87025,06;88846,49;0;3
05/12/2018;88644,17;89111,2;88448,91;89039,8;0;3
04/12/2018;89820,09;90452,48;88041,23;88624,45;0;3
03/12/2018;89511,16;91242,22;89429,17;89820,09;0;3
30/11/2018;89709,12;90245,54;89257,73;89504,03;0;2
29/11/2018;89249,06;89909,58;88475,27;89709,57;0;1
28/11/2018;87891,18;89482,93;87153,47;89250,83;0;1
27/11/2018;85547,48;88017,9;85376,78;87891,19;0;1
26/11/2018;86237,45;87147,38;84904,74;85546,52;0;1
23/11/2018;87479,45;87479,45;85762,82;86230,23;0;1
22/11/2018;87268,68;87656,37;87221,67;87477,44;0;1
21/11/2018;87896,13;87896,13;86254,21;87268,8;0;1
19/11/2018;88472,47;88483,65;87046,54;87900,84;0;1
16/11/2018;85974,89;88516,46;85974,89;88515,27;0;1
14/11/2018;84898,4;85973,06;84267,01;85973,06;0;1
13/11/2018;85531,13;85940,63;84071,39;84914,11;0;1
12/11/2018;85643,9;86227,44;85009,29;85524,7;0;1
09/11/2018;85620,13;86233,42;84030,36;85641,22;0;1
08/11/2018;87719,45;88569,7;85620,13;85620,14;0;2
07/11/2018;88676,31;89564,71;87540,86;87714,35;0;2
06/11/2018;89587,02;89587,02;88065,84;88668,92;0;1
05/11/2018;88418,37;89598,16;88347,26;89598,16;0;2
01/11/2018;87427,56;89017,37;87094,01;88419,05;0;2
31/10/2018;86888,69;88028,2;86213,13;87423,55;0;2
30/10/2018;83801,52;86989,63;83801,52;86885,71;0;2
29/10/2018;85728,47;88377,16;82782,96;83796,71;0;2
26/10/2018;84083,51;85719,87;83497,17;85719,88;0;2
25/10/2018;83124,32;84830,92;83124,32;84083,52;0;2
24/10/2018;85301,87;85786,21;83034,85;83063,56;0;3
23/10/2018;85595,34;85595,34;84032,43;85300,04;0;3
22/10/2018;84221,85;85772,47;84221,85;85596,7;0;3
19/10/2018;83845,35;84954,41;83666,71;84219,75;0;3
18/10/2018;85759,82;85759,82;83845,84;83847,12;0;3
17/10/2018;85713,92;86167,32;84944,05;85763,96;0;3
16/10/2018;83420,01;85717,56;83420,01;85717,57;0;3
15/10/2018;82922,49;84278,04;82922,49;83359,76;0;3
11/10/2018;83700,4;84748,55;82607,34;82921,09;0;3
10/10/2018;86084,48;86084,57;83679,11;83679,12;0;3
09/10/2018;86052,94;86573,49;85432,7;86087,55;0;2
08/10/2018;82324,46;87333,09;82324,46;86083,91;0;2
05/10/2018;82972,09;83804,97;82029,95;82321,52;0;2
04/10/2018;83275,01;83430,4;81891,66;82952,81;0;1
03/10/2018;81624,31;85441,79;81622,97;83273,4;0;1
02/10/2018;78625,46;81778,19;78625,46;81612,28;0;1
01/10/2018;79350,43;79556,55;78090,72;78623,66;0;1
28/09/2018;80000,09;80000,09;78966,99;79342,43;0;1
27/09/2018;78675,71;80106,92;78675,71;80000,09;0;1
26/09/2018;78634,18;79460,89;78530,18;78656,16;0;1
25/09/2018;77979,59;78688,47;77005,45;78630,15;0;0
24/09/2018;79446,73;79446,73;77857,06;77984,19;0;0
21/09/2018;78116,32;80001,6;78116,32;79444,29;0;0
20/09/2018;78168,66;78943,89;77820,24;78116,02;0;0
19/09/2018;78268,35;79020,76;77623,92;78168,66;0;0
18/09/2018;76780,71;78454,46;76676,97;78313,97;0;0
17/09/2018;75428,42;76893,13;75227,25;76788,86;0;0
14/09/2018;74686,67;75704,76;74444,78;75429,09;0;0
13/09/2018;75126,02;75407,05;74500,94;74686,67;0;0
12/09/2018;74679,79;75679,52;74498,71;75124,81;0;0
11/09/2018;76437,15;76437,15;74274,51;74656,51;0;0
10/09/2018;76416,01;77293,01;76114,61;76436,36;1;0
06/09/2018;75098,3;76533,41;74986,42;76416,02;1;0
05/09/2018;74712,14;75369,51;74276,4;75092,27;1;0
04/09/2018;76192,18;76192,18;74605,49;74711,8;1;0
03/09/2018;76675,48;76675,48;75728,84;76192,73;1;0
31/08/2018;76385,67;77202,24;76025,96;76677,53;1;1
30/08/2018;78388,83;78388,83;76372,21;76404,09;1;1
29/08/2018;77471,84;78782,51;77399,08;78388,84;1;1
28/08/2018;77927,7;78038,05;77149,44;77473,18;1;1
27/08/2018;76264,27;78007,58;76264,27;77929,69;1;1
24/08/2018;75647,35;76628,66;75647,35;76262,23;1;1
23/08/2018;76898,15;77232,11;75465,85;75633,77;1;1
22/08/2018;75171,37;76904,48;74875,8;76902,3;1;2
21/08/2018;76326,79;76339,91;74914,79;75180,41;1;2
20/08/2018;76028,61;76497,03;75607,85;76327,89;1;2
17/08/2018;76816,84;76816,84;75632,81;76028,51;1;3
16/08/2018;77084,96;77703,73;76381,27;76818,73;1;3
15/08/2018;78613,52;78617,96;76828,55;77077,99;1;3
14/08/2018;77498,61;78741,69;77498,61;78602,12;1;4
13/08/2018;76513;77689,01;75931,14;77496,46;1;4
10/08/2018;78766,07;78766,07;76043,11;76514,36;0;4
09/08/2018;79170,78;79460,64;78156,47;78767,99;0;4
08/08/2018;80346,52;80911,99;78966,21;79151,7;0;4
07/08/2018;81092,69;81742,39;79923,07;80346,52;0;4
06/08/2018;81444,64;81764,9;80964,91;81050,77;0;5
03/08/2018;79655,71;81792,1;79655,71;81434,98;0;4
02/08/2018;79237,2;79896,29;78573,05;79636,69;0;4
01/08/2018;79212,99;79730,63;78768,87;79301,65;0;4
31/07/2018;80279,31;80279,31;79016,26;79220,44;0;4
30/07/2018;79865,74;80491,57;79699,03;80275,6;0;4
27/07/2018;79405,45;80250,92;79405,45;79866,11;0;4
26/07/2018;80242,42;80588,66;79081,32;79405,34;0;4
25/07/2018;79154,02;80436,63;79154,02;80218,05;0;3
24/07/2018;78005,14;79496,72;78005,14;79154,98;0;3
23/07/2018;78571,29;78639,38;77871,41;77996,12;0;3
20/07/2018;77499,69;79488,74;77499,69;78571,29;0;2
19/07/2018;77359,85;77486,84;75889,82;77486,84;0;2
18/07/2018;78123,54;78496,15;77163,55;77362,63;0;2
17/07/2018;76652,52;78522,17;76481,91;78130,3;1;1
16/07/2018;76587,39;76923,95;76129,27;76652,59;1;1
13/07/2018;75856,22;76682,09;75553,78;76594,36;1;1
12/07/2018;74402,98;75897,89;74402,98;75856,23;1;1
11/07/2018;74862,38;75024,51;74196,44;74398,55;1;1
10/07/2018;75015,1;75895,19;74431,23;74862,38;1;1
06/07/2018;74557,62;75064,74;74047,97;75010,39;1;0
05/07/2018;74751,02;75126,63;73755,83;74553,06;1;0
04/07/2018;73667,4;74904,36;73449,59;74743,12;1;0
03/07/2018;72847,84;74514,86;72847,84;73667,76;1;0
02/07/2018;72762,51;72839,74;71934,7;72839,74;1;0
29/06/2018;71779,05;73020,19;71779,05;72762,52;1;0
28/06/2018;70609;72092,31;70439,44;71766,52;1;0
27/06/2018;71405,26;72032,13;70133,96;70609,01;1;0
26/06/2018;70967,67;71621,51;70202,97;71404,59;1;0
25/06/2018;70641,99;71323,17;69779,24;70952,97;1;0
22/06/2018;70076,53;71057,55;69906,76;70640,65;1;0
21/06/2018;72117,36;72206,55;70018,66;70074,9;1;0
20/06/2018;71396,77;72617,28;71154,83;72123,41;1;0
19/06/2018;69811,36;72010,18;69068,77;71394,34;1;0
18/06/2018;70757,06;70757,06;69359,55;69814,73;0;0
15/06/2018;71420,52;71420,52;69582,51;70757,73;0;0
14/06/2018;72151,33;72707,61;71343,71;71421,2;0;0
13/06/2018;72756,84;72977,12;71035,03;72122,13;0;0
12/06/2018;72308,34;73321,55;72123,77;72754,13;0;0
11/06/2018;72942,52;73715,74;71843,01;72307,77;0;0
08/06/2018;73847,88;74031,36;71679,48;72942,07;0;0
07/06/2018;76117,23;76117,23;71161,52;73851,47;0;0
06/06/2018;76641,03;76966,88;75517,53;76117,23;0;0
05/06/2018;78595,23;78892,02;76412,02;76641,73;0;0
04/06/2018;77243,91;78637,44;77243,91;78596,06;0;0
01/06/2018;76779,38;78168,54;75524,43;77239,75;0;0
30/05/2018;76057,54;77096,63;75514,6;76753,62;0;0
29/05/2018;75361,05;77213,66;75361,05;76071,98;0;0
28/05/2018;78886,48;78886,48;75336,89;75355,84;0;1
25/05/2018;80123,45;80628,85;78622,41;78897,66;0;2
24/05/2018;80859,8;80859,8;79026,52;80122,31;0;2
23/05/2018;82741,54;82741,54;80867,29;80867,29;0;2
22/05/2018;81817,42;83395,91;81612,62;82738,88;0;2
21/05/2018;83095,39;83882,88;81575,52;81815,31;0;2
18/05/2018;83613,64;83613,64;81390,93;83081,88;0;2
17/05/2018;86536,52;86536,52;83377,38;83621,95;0;2
16/05/2018;85121,64;86678,21;85043,6;86536,97;0;2
15/05/2018;85224,78;85231,47;83829,79;85130,42;0;2
14/05/2018;85221,9;86105,05;84687,67;85232,19;0;2
11/05/2018;85861,42;86406,22;85183,37;85220,23;0;2
10/05/2018;84283,91;86200,92;84283,91;85861,2;0;2
09/05/2018;82977,48;84447,3;82855,19;84265,49;0;2
08/05/2018;82714,98;83408,91;82201,28;82956,05;0;2
07/05/2018;83122,31;83642,91;82601,52;82714,42;0;2
04/05/2018;83286,38;83670,63;82745,64;83118,03;0;2
03/05/2018;84546,83;84562,38;83178,35;83288,14;0;2
02/05/2018;86110,76;86110,76;84382,58;84547,09;0;2
30/04/2018;86442,7;86739,48;85978,54;86115,5;0;2
27/04/2018;86383,2;87178,66;86262,43;86444,66;0;1
26/04/2018;85051,34;86383,2;85051,34;86383,2;0;0
25/04/2018;85465,88;85465,88;84348,7;85044,39;1;0
24/04/2018;85603,18;86577,73;85105,84;85469,08;1;0
23/04/2018;85520,41;85745,94;84710,73;85602,5;1;0
20/04/2018;85823,13;85823,13;85024,84;85550,09;1;0
19/04/2018;85774,78;86059,44;85197,28;85824,26;1;0
18/04/2018;84090,28;86149,14;84090,28;85776,46;1;0
17/04/2018;82862,26;84191,2;82809,55;84086,12;1;0
16/04/2018;84328,2;84591,48;82761,97;82861,58;1;0
13/04/2018;85441,03;85441,03;84143,7;84334,41;1;0
12/04/2018;85245,59;85576,9;85025,38;85443,53;1;0
11/04/2018;84493,89;85416,54;84340,41;85245,59;1;0
10/04/2018;83312,02;84537,82;83312,02;84510,36;1;0
09/04/2018;84832,45;85110,06;83154,65;83307,23;1;0
06/04/2018;85209,66;85209,66;83832,66;84820,42;1;0
05/04/2018;84373,95;86147,76;84373,95;85209,66;1;0
04/04/2018;84610,3;84610,3;82826,04;84359,69;1;0
03/04/2018;84668,89;85411,27;84209,58;84623,46;1;0
02/04/2018;85364,83;85675,48;84165,56;84666,44;1;0
29/03/2018;83874,13;85708,01;83874,13;85365,56;1;0
28/03/2018;83805,7;83889;82889,44;83874,13;1;0
27/03/2018;85102,68;85295,81;83542,05;83808,05;0;0
26/03/2018;84377,3;85552,73;84356,76;85087,86;0;0
23/03/2018;84766,09;85449,54;84041,53;84377,2;0;0
22/03/2018;84984,13;85499,17;84196,6;84767,88;0;0
21/03/2018;84165,84;85145,34;84080,02;84976,59;0;0
20/03/2018;83918,78;84411,65;83682,05;84163,8;0;0
19/03/2018;84886,15;84886,15;83677,64;83913,06;0;0
16/03/2018;84928,2;85494,68;84525,46;84886,48;0;0
15/03/2018;86050,73;86050,73;84719,69;84928,2;0;0
14/03/2018;86383,16;86969,99;85690,88;86050,96;0;0
13/03/2018;86902,49;87333,24;86118,93;86383,84;0;0
12/03/2018;86386,23;87045,75;86386,23;86900,43;0;0
09/03/2018;84987,16;86388,75;84749,29;86371,41;0;0
08/03/2018;85509,88;85829,53;84491,49;84984,61;0;0
07/03/2018;85652,91;85652,91;84396,91;85483,55;0;0
06/03/2018;86023,05;86930,55;85653,02;85653,02;0;0
05/03/2018;85761,19;86164,8;85053,33;86022,83;0;0
02/03/2018;85377,82;85761,34;83896,94;85761,34;0;0
01/03/2018;85337,16;86260,48;84639,55;85377,79;0;1
28/02/2018;86939,29;87109,23;85199,13;85353,59;0;1
27/02/2018;87648,98;87839,35;86612,93;86935,44;0;1
26/02/2018;87295,86;88317,83;87241,91;87652,64;0;1
23/02/2018;86690,01;87344,76;86137,52;87293,24;0;1
22/02/2018;86050,46;87159,04;86050,46;86686,45;0;1
21/02/2018;85803,95;87358,33;85803,95;86051,82;0;1
20/02/2018;84791,97;86290,32;84260,62;85803,95;0;1
19/02/2018;84524,58;84955,59;84524,58;84792,71;0;1
16/02/2018;84290,91;84575,33;83823,95;84524,58;0;1
15/02/2018;83550,96;84686,09;83550,96;84290,56;0;2
14/02/2018;80901,47;83781,67;80901,47;83542,84;0;2
09/02/2018;81531,51;81897;79690,09;80898,7;0;2
08/02/2018;82773,48;83500,94;81109,01;81532,53;0;2
07/02/2018;83893,81;84409,73;82548,24;82766,73;0;2
06/02/2018;81857,26;84161,84;80804,3;83894,04;0;3
05/02/2018;84039,78;84310,79;81861,09;81861,09;0;3
02/02/2018;85495,08;85495,08;83831,2;84041,34;0;3
01/02/2018;84912,88;86027,98;84832,74;85495,24;0;3
31/01/2018;84485,48;86212,82;84484,39;84912,7;0;3
30/01/2018;84697,27;84697,27;83803,6;84482,46;0;2
29/01/2018;85530,84;85530,84;84340,7;84698,02;0;2
26/01/2018;83680,24;85530,84;83680,24;85530,84;0;2
24/01/2018;80678,81;83680;80678,81;83680;0;2
23/01/2018;81676,09;81676,09;80523,84;80678,34;0;2
22/01/2018;81219,5;81675,42;80922,85;81675,42;0;2
19/01/2018;80964,73;81429,06;80853,76;81219,5;0;2
18/01/2018;81185,02;81367,38;80498,49;80962,65;0;2
17/01/2018;79831,63;81189,48;79827,85;81189,16;0;2
16/01/2018;79750,74;80246,33;79667,72;79831,77;0;2
15/01/2018;79349,12;79846,66;79349,12;79752,38;0;1
12/01/2018;79365,44;79440,47;78861,38;79349,12;0;1
11/01/2018;78200,74;79365,44;78200,74;79365,44;0;1
10/01/2018;78863,57;78863,57;78163,85;78200,57;0;1
09/01/2018;79379,21;79414,91;78699,25;78863,54;0;1
08/01/2018;79070,27;79395,45;78631,25;79378,53;0;0
05/01/2018;78644,27;79071,47;78218,11;79071,47;0;0
04/01/2018;77997,69;79134,83;77997,69;78647,42;0;0
03/01/2018;77889,41;78413,89;77601,52;77995,16;0;0
02/01/2018;76402,6;77909,02;76402,6;77891,04;0;0
28/12/2017;76077,05;76436,88;76077,05;76402,08;0;0
27/12/2017;75707,73;76292,7;75707,73;76072,54;0;0
26/12/2017;75186,53;75837,23;74923,89;75707,73;0;0
22/12/2017;75128,09;75227,01;74622,58;75186,53;0;0
21/12/2017;73367,03;75133,43;73265,41;75133,43;0;0
20/12/2017;72679,76;73491,52;72679,76;73367,03;0;0
19/12/2017;73121,62;73139,27;72346,58;72680,37;0;0
18/12/2017;72621,39;73518,58;72621,39;73115,45;0;0
15/12/2017;72428,32;73068,8;72277,15;72607,7;0;0
14/12/2017;72912,72;72912,72;71968,98;72428,93;0;0
13/12/2017;73827,21;74621,78;72568,73;72914,34;0;0
12/12/2017;72799,71;73813,53;71798,49;73813,53;0;0
11/12/2017;72774,97;73360,94;72497,52;72800,04;0;0
08/12/2017;72489,15;73425,31;72489,15;72731,84;0;0
07/12/2017;73267,88;73267,88;71356,4;72487,45;0;0
06/12/2017;72534,52;73418,14;71906,41;73268,35;0;0
05/12/2017;73090,17;74166,01;72318,6;72546,17;0;0
04/12/2017;72266,11;73748,68;72266,11;73090,17;0;0
01/12/2017;71955,27;72472,18;71487,73;72264,45;0;0
30/11/2017;72700,45;72700,45;71215,19;71970,99;0;0
29/11/2017;74145,67;74514,86;72700,45;72700,45;0;0
28/11/2017;74059,95;74988,55;74056,4;74139,72;0;0
27/11/2017;74157,15;74157,15;73158,98;74058,91;0;0
24/11/2017;74503,01;74542,32;74093,2;74157,38;0;0
23/11/2017;74518,79;74577,82;73851,41;74486,58;0;0
22/11/2017;74611,04;75019,16;74241,62;74518,79;0;0
21/11/2017;73438,97;75073,29;73438,97;74594,62;0;0
17/11/2017;72512,13;73632,2;72389,59;73437,28;0;0
16/11/2017;70827,38;72895,77;70827,38;72511,79;0;0
14/11/2017;72442,33;72837,8;70824,91;70826,59;0;0
13/11/2017;72166,52;72735,4;71775,76;72475,16;0;0
10/11/2017;72932,44;73018,6;71919,66;72165,64;0;0
09/11/2017;74363,02;74363,02;72795,37;72930,69;0;0
08/11/2017;72467,62;74480,52;72467,62;74363,13;0;0
07/11/2017;74305,9;74305,9;72386,12;72414,88;0;0
06/11/2017;73911,36;74444,87;73829,83;74310,79;0;0
03/11/2017;73833,88;74254,03;73093,65;73915,42;0;1
01/11/2017;74310,26;75199,27;73822,81;73823,74;0;1
31/10/2017;74798,19;75141,8;74144,96;74308,49;0;1
30/10/2017;75972,7;75972,7;74305,16;74800,34;0;1
27/10/2017;75898,23;76616,98;75600,64;75975,71;0;1
26/10/2017;76671,13;77060,71;75813,16;75896,35;0;1
25/10/2017;76350,2;76882,57;75404,32;76671,13;0;1
24/10/2017;75425,98;76419,52;75425,98;76350,2;0;1
23/10/2017;76397,93;76497,87;75315,02;75413,13;0;1
20/10/2017;76291,38;76971,02;76291,38;76390,52;0;1
19/10/2017;76590,92;76590,92;75365,53;76283,16;0;1
18/10/2017;76211,1;76729,54;76012,45;76591,09;0;1
17/10/2017;76891,84;76891,84;76046,38;76201,25;0;1
16/10/2017;76984,59;77382,08;76565,2;76891,84;0;1
13/10/2017;76659,38;77318,63;76659,38;76989,79;0;1
11/10/2017;76910,03;76984,88;76322,58;76659,8;0;1
10/10/2017;75745,07;76995,59;75745,07;76897,21;0;1
09/10/2017;76054,71;76067,32;75180,91;75726,8;0;1
06/10/2017;76617,53;76617,53;75602,62;76054,72;0;1
05/10/2017;76592,12;78024,09;76592,12;76617,53;0;2
04/10/2017;76762,91;77003,69;76422,46;76591,44;0;1
03/10/2017;74363,21;76762,91;74363,21;76762,91;0;1
02/10/2017;74294,53;74506,2;73845,22;74359,83;0;1
29/09/2017;73571,31;74517,6;73571,31;74293,51;0;1
28/09/2017;73807,84;74010,52;73276,61;73567,25;0;1
27/09/2017;74357,93;74743,67;73125,48;73796,71;0;1
26/09/2017;74443,48;74971,31;74318,72;74318,72;0;1
25/09/2017;75381,17;75469,55;74303,16;74443,48;0;1
22/09/2017;75617,61;75734,16;75028,83;75389,75;0;1
21/09/2017;76013,77;76251,05;75282,24;75604,34;0;1
20/09/2017;75973,63;76419,58;75074,21;76004,15;0;1
19/09/2017;75990,4;76071,4;75299,62;75974,18;0;1
18/09/2017;75758,49;76403,58;75621,37;75990,41;0;1
15/09/2017;74656,4;75820,26;74647,74;75756,52;0;1
14/09/2017;74786,55;74949,07;74396,69;74656,68;0;2
13/09/2017;74542,8;75146,3;74196,43;74787,57;0;2
12/09/2017;74322,04;75332,23;74294,08;74538,55;0;3
11/09/2017;73095,62;74635,55;73095,62;74319,22;0;3
08/09/2017;73413,41;73646,1;72925,44;73078,85;0;3
06/09/2017;72156,81;73607,91;72156,81;73412,41;0;2
05/09/2017;72134,02;73179,52;71827,21;72150,88;0;2
04/09/2017;71921,47;72141,04;71670,89;72128,83;0;2
01/09/2017;70848,16;72216,84;70846,02;71923,11;0;2
31/08/2017;70887,11;71233,98;70516,47;70835,05;0;2
30/08/2017;71327,97;71453,62;70755,36;70886,26;0;3
29/08/2017;71005,06;71329,85;70517,41;71329,85;0;3
28/08/2017;71073,65;71389,88;70908,64;71016,59;0;3
25/08/2017;71137,68;71505,69;70801,43;71073,65;0;3
24/08/2017;70482,38;71237,66;70482,38;71132,8;0;3
23/08/2017;70010,71;70586,92;69947,38;70477,63;0;3
22/08/2017;68644,89;70277,66;68644,89;70011,25;0;3
21/08/2017;68713,25;69068,3;68514,33;68634,65;0;3
18/08/2017;67989,96;68807,52;67979,25;68714,66;0;3
17/08/2017;68595,65;68595,65;67866,2;67976,8;0;3
16/08/2017;68356,34;68950,34;68304,34;68594,3;0;2
15/08/2017;68295,77;68846,07;68292,7;68355,12;0;2
14/08/2017;67363,7;68641,98;67226,3;68284,66;0;1
11/08/2017;66991,95;67623,37;66677,62;67358,59;0;1
10/08/2017;67671,06;67671,06;66649,55;66992,09;0;1
09/08/2017;67894,48;67894,48;67290,48;67671,06;0;1
08/08/2017;67936,37;68500,05;67671,26;67898,94;0;1
07/08/2017;66897,98;68043,37;66887,19;67939,66;0;1
04/08/2017;66783,22;67104,38;66525,23;66897,98;0;1
03/08/2017;67135,99;67256,01;66704,62;66777,13;0;1
02/08/2017;66503,91;67276,66;66304,82;67135,99;0;0
01/08/2017;65925,09;66605,78;65925,09;66516,23;0;0
31/07/2017;65502,54;66047,99;65502,54;65920,36;0;0
28/07/2017;65252,61;65497,12;64952,66;65497,12;0;0
27/07/2017;65012,89;65677,56;65012,89;65277,38;0;0
26/07/2017;65668,07;65873,02;64991,58;65010,57;0;0
25/07/2017;65101,25;65748,73;65101,25;65667,62;0;0
24/07/2017;64694,87;65104,43;64677,59;65099,55;0;0
21/07/2017;64935,99;65149,71;64599,2;64684,18;0;0
20/07/2017;65178,17;65505,38;64897,81;64938,02;0;0
19/07/2017;65337;65603,89;64873,93;65179,92;1;0
18/07/2017;65208,25;65337,67;64942,98;65337,67;1;0
17/07/2017;65431,27;65478,17;65119,24;65212,31;1;0
14/07/2017;65178,35;65624,38;65178,35;65436,18;1;0
13/07/2017;64854,26;65302,33;64854,26;65178,35;1;0
12/07/2017;63840,28;64937,87;63826,98;64835,55;1;0
11/07/2017;63026,82;63891,3;62907,74;63832,15;2;0
10/07/2017;62322,4;63135,4;62322,4;63025,47;2;0
07/07/2017;62474,44;62925,92;62035,1;62322,4;2;0
06/07/2017;63156,03;63188,31;62353,93;62470,33;2;0
05/07/2017;63215,17;63484,59;62708,27;63154,17;2;0
04/07/2017;63268,07;63345,59;63075,83;63231,59;2;0
03/07/2017;62900,91;63337,53;62900,91;63279,58;2;0
30/06/2017;62237,83;63037,57;62237,83;62899,97;2;0
29/06/2017;62009,85;62498,52;61689,36;62238,95;2;0
28/06/2017;61684,26;62057,28;61433,33;62017,97;2;0
27/06/2017;62188,32;62424,16;61580,43;61675,46;2;0
26/06/2017;61087,85;62250,97;61087,85;62188,09;2;0
23/06/2017;61272,21;61399,79;60991,55;61087,14;2;0
22/06/2017;60762,42;61353,61;60758,22;61272,21;2;0
21/06/2017;60783,05;61187,64;60543,61;60761,74;1;0
20/06/2017;62010,56;62010,56;60766,16;60766,16;1;0
19/06/2017;61619,86;62272,28;61619,86;62014,03;1;0
16/06/2017;61911,45;61921,24;61269,39;61626,41;1;0
14/06/2017;61830,77;62475,1;61507,58;61922,93;1;0
13/06/2017;61708,43;62011,87;61510,01;61828,99;1;0
12/06/2017;62218,56;62286,33;61278,79;61700,23;0;0
09/06/2017;62755,23;63065,79;62095,46;62210,56;0;0
08/06/2017;63170,97;63170,97;62376,3;62755,57;0;0
07/06/2017;62954,86;63636,64;62911,55;63170,73;0;0
06/06/2017;62449,93;63301,98;62426,2;62954,69;0;0
